coupon_bucket,implied_mbs_coupon,month,n_atrisk,n_prepay,smm,cpr
4.5,4.0,32024,50342,2159,0.04288665527789917,0.40903677235247504
4.5,4.0,32025,46674,2136,0.045764237048463816,0.430008645077235
4.5,4.0,42020,60920,0,0.0,0.0
4.5,4.0,42021,63388,1561,0.024626112197892347,0.25859843832189433
4.5,4.0,42022,58095,1989,0.03423702556158017,0.3416654982072429
4.5,4.0,42023,53689,2119,0.039468047458511055,0.3832036467184283
4.5,4.0,42024,50076,2149,0.04291476955028357,0.40924504633357883
4.5,4.0,42025,46373,2122,0.045759385849524506,0.4299738710448825
4.5,4.0,52020,66747,0,0.0,0.0
4.5,4.0,52021,62647,1638,0.026146503423946876,0.27234832242149565
4.5,4.0,52022,57106,2001,0.03504010086505796,0.3482047536300824
4.5,4.0,52023,53356,2115,0.039639403253617214,0.38452276562728926
4.5,4.0,52024,49723,2154,0.04331999275988979,0.412239525120358
4.5,4.0,52025,46058,2117,0.04596378479308698,0.4314373456117664
4.5,4.0,62020,69965,0,0.0,0.0
4.5,4.0,62021,62533,1694,0.027089696640173987,0.28076033110981147
4.5,4.0,62022,56347,2010,0.0356718192627824,0.35330679015968225
4.5,4.0,62023,52997,2114,0.03988905032360322,0.38643995295333766
4.5,4.0,62024,49374,2155,0.043646453599060234,0.41464184635239254
4.5,4.0,62025,45738,2114,0.04621977349250077,0.4332653392952752
4.5,4.0,72020,71501,295,0.004125816422147942,0.04840162959081051
4.5,4.0,72021,62246,1767,0.02838736625646628,0.2921881342268484
4.5,4.0,72022,55616,2015,0.03623058112773302,0.3577890587188871
4.5,4.0,72023,52598,2113,0.04017263013802806,0.38861108793454013
4.5,4.0,72024,49059,2148,0.043784015165413075,0.415651420005935
4.5,4.0,72025,45452,2125,0.04675261814661621,0.437053071907592
4.5,4.0,82020,71944,491,0.006824752585344157,0.07889180362897985
4.5,4.0,82021,62834,1817,0.02891746506668364,0.2968083257333396
4.5,4.0,82022,55062,2031,0.03688569249209982,0.36300794633875044
4.5,4.0,82023,52262,2120,0.040564846351077266,0.3916023563330273
4.5,4.0,82024,48708,2135,0.04383263529604993,0.4160078645010987
4.5,4.0,82025,45168,2117,0.04686946510804109,0.4378805713901627
4.5,4.0,92020,71482,680,0.009512884362496853,0.10836734269926407
4.5,4.0,92021,63032,1898,0.030111689300672675,0.30711573026548555
4.5,4.0,92022,54469,2049,0.03761772751473315,0.3687936284937846
4.5,4.0,92023,51898,2112,0.040695209834675714,0.3925936094618818
4.5,4.0,92024,48396,2126,0.0439292503512687,0.4167155785108121
4.5,4.0,92025,44877,2105,0.04690598747688125,0.4381389906459324
4.5,4.0,102020,70819,911,0.012863779494203533,0.14389890869929323
4.5,4.0,102021,63489,1960,0.030871489549370756,0.3136013172833626
4.5,4.0,102022,53972,2047,0.037927073297265246,0.3712240497625203
4.5,4.0,102023,51594,2109,0.04087684614490057,0.39397226079691816
4.5,4.0,102024,48081,2134,0.04438343628460307,0.42003200870888724
4.5,4.0,112020,70040,1044,0.014905768132495717,0.16490994210717935
4.5,4.0,112021,63282,1988,0.03141493631680415,0.31820594292372584
4.5,4.0,112022,53544,2068,0.038622441356641266,0.3766560301414924
4.5,4.0,112023,51295,2104,0.04101764304513111,0.3950389597138255
4.5,4.0,112024,47756,2137,0.044748303878046736,0.42268371299176277
4.5,4.0,122020,69241,1156,0.016695310581880677,0.18293365170122355
4.5,4.0,122021,63693,1989,0.03122792143563657,0.3166245707112445
4.5,4.0,122022,53199,2074,0.03898569521983496,0.37947650956507495
4.5,4.0,122023,51053,2112,0.04136877362740681,0.3976916850669967
4.5,4.0,122024,47454,2131,0.044906646436549076,0.4238310182842482
5.0,4.5,12020,11253,0,0.0,0.0
5.0,4.5,12021,47194,876,0.01856168156969106,0.20135068714576054
5.0,4.5,12022,37180,1396,0.03754706831629909,0.3682372772097404
5.0,4.5,12023,33165,1407,0.04242424242424243,0.40560148891353565
5.0,4.5,12024,37839,1427,0.03771241311873993,0.369538453012477
5.0,4.5,12025,35070,1458,0.041573994867408044,0.3992371514227958
5.0,4.5,22020,20232,0,0.0,0.0
5.0,4.5,22021,46507,947,0.0203625260713441,0.21875962954807282
5.0,4.5,22022,36164,1382,0.03821479924787081,0.37347690855596183
5.0,4.5,22023,35707,1415,0.03962808412916235,0.3844357093894264
5.0,4.5,22024,37657,1440,0.038239902275805294,0.3736731108153897
5.0,4.5,22025,34880,1463,0.041943807339449544,0.40201293644423974
5.0,4.5,32020,28418,0,0.0,0.0
5.0,4.5,32021,45499,1031,0.022659838677773138,0.24046298328429494
5.0,4.5,32022,35292,1343,0.038053949903660886,0.37221839167482407
5.0,4.5,32023,40243,1418,0.035235941654449224,0.3497903827090123
5.0,4.5,32024,37437,1440,0.03846462056254508,0.37542697488490595
5.0,4.5,32025,34698,1469,0.04233673410571215,0.4049493299745217
5.0,4.5,42020,36866,0,0.0,0.0
5.0,4.5,42021,43999,1116,0.025364212823018706,0.26530303156373525
5.0,4.5,42022,34194,1364,0.03989003918816167,0.38644753613128124
5.0,4.5,42023,39987,1415,0.03538650061269913,0.3510069815307453
5.0,4.5,42024,37202,1436,0.03860007526477071,0.3764819854810757
5.0,4.5,42025,34481,1471,0.04266117571996172,0.40736395585632557
5.0,4.5,52020,40921,0,0.0,0.0
5.0,4.5,52021,42744,1156,0.027044731424293467,0.2803613345446875
5.0,4.5,52022,33385,1357,0.04064699715441066,0.39222718427661196
5.0,4.5,52023,39768,1414,0.03555622611144639,0.3523759542393655
5.0,4.5,52024,36955,1442,0.03902043025301042,0.37974559550490394
5.0,4.5,52025,34243,1460,0.04263645124551003,0.40718026294599774
5.0,4.5,62020,43666,0,0.0,0.0
5.0,4.5,62021,41762,1209,0.028949762942387817,0.29708892939795384
5.0,4.5,62022,32820,1369,0.04171237050578915,0.40027716863595464
5.0,4.5,62023,39472,1420,0.0359748682610458,0.35574133082593995
5.0,4.5,62024,36706,1448,0.03944859151092465,0.38305370862037846
5.0,4.5,62025,33994,1464,0.04306642348649762,0.41036735738516095
5.0,4.5,72020,45822,147,0.0032080659945004585,0.03782475201298219
5.0,4.5,72021,40831,1254,0.030711959050721264,0.3122442128351949
5.0,4.5,72022,32308,1385,0.04286863934629194,0.4089032727357107
5.0,4.5,72023,39166,1410,0.036000612776387685,0.3559477614350196
5.0,4.5,72024,36486,1441,0.03949460066874966,0.3834082262738151
5.0,4.5,72025,33766,1453,0.043031451756204465,0.41010872352181316
5.0,4.5,82020,46993,261,0.005554018683633733,0.064649538804046
5.0,4.5,82021,40399,1302,0.032228520507933366,0.3250465367139289
5.0,4.5,82022,31930,1386,0.04340745380519887,0.4128840077697503
5.0,4.5,82023,38916,1414,0.036334669544660296,0.35862088042734863
5.0,4.5,82024,36223,1440,0.03975374761891616,0.38540156410550885
5.0,4.5,82025,33533,1456,0.043419914710881816,0.4129757769088944
5.0,4.5,92020,47440,411,0.008663575042158516,0.09914941162376656
5.0,4.5,92021,39980,1363,0.0340920460230115,0.3404785749685604
5.0,4.5,92022,31522,1383,0.04387411966245797,0.41631183760583523
5.0,4.5,92023,38650,1415,0.03661060802069858,0.3608212632222597
5.0,4.5,92024,35992,1452,0.040342298288508556,0.38990672632746015
5.0,4.5,92025,33318,1461,0.0438501710786962,0.4161363741319044
5.0,4.5,102020,47777,602,0.012600205119618227,0.14115183521871022
5.0,4.5,102021,39563,1415,0.0357657407173369,0.3540622073619082
5.0,4.5,102022,31169,1394,0.0447239244120761,0.4225068803688814
5.0,4.5,102023,38462,1413,0.03673755914929021,0.36183126824596046
5.0,4.5,102024,35765,1449,0.04051446945337621,0.3912189052360825
5.0,4.5,112020,47785,698,0.014607094276446584,0.1618665470327142
5.0,4.5,112021,39033,1403,0.03594394486716368,0.35549329355999215
5.0,4.5,112022,30895,1407,0.0455413497329665,0.42840895009947777
5.0,4.5,112023,38241,1417,0.037054470332888785,0.364346187271788
5.0,4.5,112024,35496,1446,0.040736984448952,0.39291094040638275
5.0,4.5,122020,47690,777,0.0162927238414762,0.17891029892722554
5.0,4.5,122021,38369,1397,0.03640960150121192,0.3592190869952918
5.0,4.5,122022,30673,1412,0.04603397124506895,0.4319390781720539
5.0,4.5,122023,38029,1420,0.03733992479423598,0.36660369402816806
5.0,4.5,122024,35283,1444,0.04092622509423802,0.3943465594362402
5.5,5.0,12020,1738,0,0.0,0.0
5.5,5.0,12021,6336,172,0.027146464646464648,0.2812637695228286
5.5,5.0,12022,4118,235,0.057066537153958236,0.505948093917652
5.5,5.0,12023,6791,199,0.029303489913120307,0.30015539559757487
5.5,5.0,12024,18073,196,0.010844906767000497,0.12265036727759027
5.5,5.0,12025,16900,235,0.013905325443786982,0.15467568627345174
5.5,5.0,22020,3114,0,0.0,0.0
5.5,5.0,22021,6139,180,0.029320736276266492,0.30030459067180626
5.5,5.0,22022,3960,231,0.058333333333333334,0.5138543889958616
5.5,5.0,22023,10968,200,0.01823486506199854,0.19815345697988818
5.5,5.0,22024,18000,201,0.011166666666666667,0.12606893848142142
5.5,5.0,22025,16813,245,0.014572057336584785,0.1615088658523508
5.5,5.0,32020,4211,0,0.0,0.0
5.5,5.0,32021,5940,203,0.03417508417508418,0.3411586342167898
5.5,5.0,32022,3834,217,0.056598852373500264,0.5029995263371021
5.5,5.0,32023,18713,204,0.010901512317640144,0.12325266592179207
5.5,5.0,32024,17895,201,0.011232187761944677,0.1267635759509944
5.5,5.0,32025,16731,247,0.014763014763014764,0.1634565950907676
5.5,5.0,42020,5694,0,0.0,0.0
5.5,5.0,42021,5679,213,0.03750660327522451,0.3679184641103369
5.5,5.0,42022,3695,212,0.05737483085250338,0.5078829853903912
5.5,5.0,42023,18657,204,0.010934233799646245,0.12360065860157987
5.5,5.0,42024,17797,206,0.011574984547957521,0.130389573988151
5.5,5.0,42025,16616,251,0.015105922002888782,0.16694377612770228
5.5,5.0,52020,6202,0,0.0,0.0
5.5,5.0,52021,5442,217,0.03987504593899302,0.38633255011312884
5.5,5.0,52022,3600,209,0.058055555555555555,0.5121307248582192
5.5,5.0,52023,18606,202,0.010856712888315597,0.12277601895346146
5.5,5.0,52024,17711,209,0.011800575913274236,0.13276827380393197
5.5,5.0,52025,16493,251,0.015218577578366579,0.16808651111236317
5.5,5.0,62020,6598,0,0.0,0.0
5.5,5.0,62021,5230,212,0.04053537284894838,0.39137804135965526
5.5,5.0,62022,3518,210,0.05969300739056282,0.5222111735838664
5.5,5.0,62023,18559,201,0.010830324909747292,0.12249515087694018
5.5,5.0,62024,17589,212,0.01205298766274376,0.1354227042468078
5.5,5.0,62025,16380,256,0.01562881562881563,0.17223567606399504
5.5,5.0,72020,6731,28,0.004159857376318526,0.048791886445794685
5.5,5.0,72021,5037,224,0.044470915227317845,0.4206687844074444
5.5,5.0,72022,3459,205,0.059265683723619546,0.5195990704836704
5.5,5.0,72023,18485,202,0.0109277792804977,0.12353202487191073
5.5,5.0,72024,17497,214,0.01223066811453392,0.13728677128258726
5.5,5.0,72025,16264,258,0.01586325627151992,0.17459829217187384
5.5,5.0,82020,6856,53,0.007730455075845974,0.08892119278532373
5.5,5.0,82021,4858,230,0.047344586249485385,0.44123386414442367
5.5,5.0,82022,3423,207,0.060473269062226116,0.5269471195634112
5.5,5.0,82023,18416,203,0.011023023457862728,0.1245442980421897
5.5,5.0,82024,17386,219,0.012596341884274704,0.14111151107846132
5.5,5.0,82025,16135,260,0.016114037806011776,0.17711874242980397
5.5,5.0,92020,6856,89,0.012981330221703617,0.14512146848767227
5.5,5.0,92021,4682,235,0.05019222554463904,0.46095050804624915
5.5,5.0,92022,3377,209,0.06188925081433225,0.5354319405093844
5.5,5.0,92023,18335,200,0.0109080992637033,0.12332272821730894
5.5,5.0,92024,17277,225,0.013023094287202639,0.14555544076735039
5.5,5.0,92025,16040,261,0.016271820448877806,0.17870090045808162
5.5,5.0,102020,6781,122,0.017991446689278868,0.1957644876415845
5.5,5.0,102021,4577,236,0.05156215861918287,0.47020667655284965
5.5,5.0,102022,3327,208,0.06251878569281635,0.5391592373625329
5.5,5.0,102023,18259,196,0.010734432334739032,0.12147379632187227
5.5,5.0,102024,17183,224,0.013036140371297212,0.14569096181321273
5.5,5.0,112020,6671,142,0.021286163993404286,0.22755292066694133
5.5,5.0,112021,4427,230,0.051953919132595436,0.4728267478619165
5.5,5.0,112022,3297,207,0.06278434940855324,0.5407233274883207
5.5,5.0,112023,18190,196,0.010775151181968114,0.1219076269722994
5.5,5.0,112024,17081,230,0.013465253790761664,0.15013756965578295
5.5,5.0,122020,6502,161,0.024761611811750232,0.25983344661415875
5.5,5.0,122021,4258,228,0.05354626585251292,0.4833544792485518
5.5,5.0,122022,3267,202,0.0618304254667891,0.5350822444249261
5.5,5.0,122023,18134,195,0.010753281129370244,0.12167464137728534
5.5,5.0,122024,16999,231,0.013589034649097005,0.15141627741931485
6.0,5.5,12020,662,0,0.0,0.0
6.0,5.5,12021,1699,54,0.031783402001177165,0.3213118271926536
6.0,5.5,12022,1115,76,0.06816143497757847,0.571364475130004
6.0,5.5,12023,18040,69,0.0038248337028824833,0.0449446719179275
6.0,5.5,12024,68289,96,0.0014057900979659974,0.01673965822500889
6.0,5.5,12025,63786,305,0.0047816135202081965,0.05589414452656316
6.0,5.5,22020,1131,0,0.0,0.0
6.0,5.5,22021,1661,56,0.03371462974111981,0.3373795249949988
6.0,5.5,22022,1094,74,0.06764168190127971,0.5684866888760722
6.0,5.5,22023,37778,69,0.0018264598443538567,0.021698680030045714
6.0,5.5,22024,68029,115,0.0016904555410192713,0.02009792098205232
6.0,5.5,22025,63444,332,0.0052329613517432694,0.06101935748118137
6.0,5.5,32020,1463,0,0.0,0.0
6.0,5.5,32021,1613,60,0.037197768133911964,0.3654803732730181
6.0,5.5,32022,1060,74,0.06981132075471698,0.5803834622234008
6.0,5.5,32023,70557,68,0.000963759797043525,0.011504011101473921
6.0,5.5,32024,67738,132,0.001948684637869438,0.023135209972370396
6.0,5.5,32025,63086,355,0.005627239007069715,0.06547563418133062
6.0,5.5,42020,1837,0,0.0,0.0
6.0,5.5,42021,1551,65,0.041908446163765316,0.4017480273226258
6.0,5.5,42022,1020,74,0.07254901960784314,0.5949659116763693
6.0,5.5,42023,70428,68,0.0009655250752541603,0.011524970743201135
6.0,5.5,42024,67397,145,0.0021514310725996707,0.025513861840330443
6.0,5.5,42025,62634,370,0.005907334674457962,0.068629595260012
6.0,5.5,52020,1948,0,0.0,0.0
6.0,5.5,52021,1468,65,0.04427792915531335,0.41926314892107386
6.0,5.5,52022,996,74,0.07429718875502007,0.6040330015057233
6.0,5.5,52023,70242,69,0.0009823182711198428,0.011724340682179979
6.0,5.5,52024,67022,165,0.0024618781892512907,0.029145787073993512
6.0,5.5,52025,62134,386,0.006212379695496829,0.07205339154125301
6.0,5.5,62020,1992,0,0.0,0.0
6.0,5.5,62021,1410,66,0.04680851063829787,0.43744903663476
6.0,5.5,62022,977,73,0.07471852610030706,0.6061903072931955
6.0,5.5,62023,70020,70,0.000999714367323622,0.011930829423903333
6.0,5.5,62024,66600,181,0.002717717717717718,0.03212952648050571
6.0,5.5,62025,61625,394,0.006393509127789047,0.0740809079178717
6.0,5.5,72020,1988,9,0.004527162977867203,0.052993478529645865
6.0,5.5,72021,1366,68,0.04978038067349927,0.45813897095758815
6.0,5.5,72022,961,73,0.07596253902185224,0.612497117589414
6.0,5.5,72023,69798,72,0.0010315481818963293,0.01230858905978982
6.0,5.5,72024,66237,199,0.0030043631203104004,0.035462554210717534
6.0,5.5,72025,61138,407,0.006657070888808924,0.07702389776808904
6.0,5.5,82020,1986,12,0.006042296072507553,0.07014581489770477
6.0,5.5,82021,1317,65,0.04935459377372817,0.4552181289273378
6.0,5.5,82022,948,72,0.0759493670886076,0.6124308272602076
6.0,5.5,82023,69574,75,0.0010779889039008825,0.012859445805775582
6.0,5.5,82024,65857,208,0.0031583582610808267,0.03724881632502319
6.0,5.5,82025,60646,421,0.006941925271246248,0.08019500223278597
6.0,5.5,92020,1941,25,0.01287995878413189,0.14406727280864262
6.0,5.5,92021,1272,64,0.050314465408805034,0.4617824243476655
6.0,5.5,92022,930,70,0.07526881720430108,0.6089916496367156
6.0,5.5,92023,69308,79,0.0011398395567611243,0.013592650190971556
6.0,5.5,92024,65441,224,0.003422930578689201,0.04031063643011534
6.0,5.5,92025,60201,434,0.007209182571718078,0.08316112555493149
6.0,5.5,102020,1887,35,0.018547959724430314,0.20121668237129142
6.0,5.5,102021,1232,70,0.056818181818181816,0.5043843144836722
6.0,5.5,102022,919,73,0.0794341675734494,0.6296108810007653
6.0,5.5,102023,69057,80,0.0011584632984346264,0.013813326269415449
6.0,5.5,102024,65060,249,0.0038272363971718413,0.04497231374984845
6.0,5.5,112020,1822,39,0.021405049396267837,0.22867812827437972
6.0,5.5,112021,1196,72,0.06020066889632107,0.52529743436224
6.0,5.5,112022,910,70,0.07692307692307693,0.6173032933229091
6.0,5.5,112023,68764,86,0.0012506544121924264,0.014905049094139255
6.0,5.5,112024,64551,266,0.004120772722343573,0.04834379445111603
6.0,5.5,122020,1771,44,0.024844720496894408,0.2605900055767093
6.0,5.5,122021,1148,73,0.06358885017421603,0.5454319428238301
6.0,5.5,122022,901,70,0.07769145394006659,0.6211085600413163
6.0,5.5,122023,68535,91,0.0013277887210914132,0.01581761860999753
6.0,5.5,122024,64189,276,0.004299802146785275,0.050394719144669864
6.5,6.0,12020,11,0,0.0,0.0
6.5,6.0,12021,36,4,0.1111111111111111,0.7566845253077029
6.5,6.0,12022,28,4,0.14285714285714285,0.842732666088835
6.5,6.0,12023,19997,4,0.0002000300045006751,0.0023977210218294465
6.5,6.0,12024,54288,27,0.0004973474801061008,0.005951871397609221
6.5,6.0,12025,50035,229,0.004576796242630159,0.05355992458136716
6.5,6.0,22020,21,0,0.0,0.0
6.5,6.0,22021,35,4,0.11428571428571428,0.7669099184529017
6.5,6.0,22022,28,4,0.14285714285714285,0.842732666088835
6.5,6.0,22023,37075,4,0.0001078894133513149,0.0012939049881505182
6.5,6.0,22024,54009,38,0.0007035864392971542,0.008410441540286029
6.5,6.0,22025,49731,268,0.005388992781162655,0.06278520809125254
6.5,6.0,32020,22,0,0.0,0.0
6.5,6.0,32021,35,4,0.11428571428571428,0.7669099184529017
6.5,6.0,32022,28,4,0.14285714285714285,0.842732666088835
6.5,6.0,32023,56581,5,8.836888708223608e-05,0.0010599113987997955
6.5,6.0,32024,53730,50,0.0009305788200260562,0.011109968280753058
6.5,6.0,32025,49399,287,0.005809834207170185,0.06753281961930113
6.5,6.0,42020,40,0,0.0,0.0
6.5,6.0,42021,34,4,0.11764705882352941,0.7773062379020411
6.5,6.0,42022,28,4,0.14285714285714285,0.842732666088835
6.5,6.0,42023,56458,5,8.856140848064047e-05,0.0010622194084265457
6.5,6.0,42024,53418,61,0.001141937174735108,0.013617507506985538
6.5,6.0,42025,48973,300,0.006125824433871725,0.07108307781180323
6.5,6.0,52020,40,0,0.0,0.0
6.5,6.0,52021,33,4,0.12121212121212122,0.7878667741277561
6.5,6.0,52022,28,4,0.14285714285714285,0.842732666088835
6.5,6.0,52023,56241,5,8.890311338703082e-05,0.0010663158668052786
6.5,6.0,52024,53052,77,0.0014514061675337405,0.017278510198538988
6.5,6.0,52025,48533,313,0.006449220118270043,0.07470370536088422
6.5,6.0,62020,39,0,0.0,0.0
6.5,6.0,62021,31,4,0.12903225806451613,0.8094430276684337
6.5,6.0,62022,28,4,0.14285714285714285,0.842732666088835
6.5,6.0,62023,56000,5,8.928571428571429e-05,0.001070902580029176
6.5,6.0,62024,52703,89,0.0016887084226704361,0.020077341937517756
6.5,6.0,62025,48077,328,0.006822389084177465,0.07886549928282804
6.5,6.0,72020,38,1,0.02631578947368421,0.27386473420199786
6.5,6.0,72021,31,4,0.12903225806451613,0.8094430276684337
6.5,6.0,72022,28,5,0.17857142857142858,0.9056291957757876
6.5,6.0,72023,55771,6,0.00010758279392515824,0.0012902299131751782
6.5,6.0,72024,52413,108,0.002060557495277889,0.0244483765957344
6.5,6.0,72025,47676,345,0.007236345330984143,0.08346209682906136
6.5,6.0,82020,38,2,0.05263157894736842,0.477330870785317
6.5,6.0,82021,31,4,0.12903225806451613,0.8094430276684337
6.5,6.0,82022,28,5,0.17857142857142858,0.9056291957757876
6.5,6.0,82023,55561,10,0.0001799823617285506,0.0021576516419511416
6.5,6.0,82024,52070,116,0.002227770309199155,0.026408108559021426
6.5,6.0,82025,47262,354,0.007490161228894249,0.08627007695662359
6.5,6.0,92020,37,3,0.08108108108108109,0.6374847209008971
6.5,6.0,92021,31,3,0.0967741935483871,0.7051806053698838
6.5,6.0,92022,27,5,0.18518518518518517,0.9143540166801268
6.5,6.0,92023,55286,11,0.00019896538002387584,0.002384973535656143
6.5,6.0,92024,51682,135,0.002612128013621764,0.030899102255161126
6.5,6.0,92025,46848,364,0.007769808743169399,0.08935470167476356
6.5,6.0,102020,37,4,0.10810810810810811,0.7466350182299181
6.5,6.0,102021,30,3,0.1,0.7175704635189999
6.5,6.0,102022,26,5,0.19230769230769232,0.9229182863492392
6.5,6.0,102023,55025,14,0.00025442980463425714,0.0030488887983424195
6.5,6.0,102024,51302,152,0.0029628474523410394,0.03498047480677857
6.5,6.0,112020,36,4,0.1111111111111111,0.7566845253077029
6.5,6.0,112021,30,4,0.13333333333333333,0.8204335821630582
6.5,6.0,112022,26,4,0.15384615384615385,0.8652924323942555
6.5,6.0,112023,54764,16,0.00029216273464319626,0.0035003246004432498
6.5,6.0,112024,50760,174,0.0034278959810874706,0.04036801418962521
6.5,6.0,122020,36,4,0.1111111111111111,0.7566845253077029
6.5,6.0,122021,28,4,0.14285714285714285,0.842732666088835
6.5,6.0,122022,25,4,0.16,0.8765896929827239
6.5,6.0,122023,54527,20,0.00036679076420855725,0.0043926206770780185
6.5,6.0,122024,50398,200,0.003968411444898607,0.04659517730248319
7.0,6.5,12023,18383,0,0.0,0.0
7.0,6.5,12024,36877,28,0.0007592808525639287,0.00907341687801455
7.0,6.5,12025,32739,235,0.0071779834448211614,0.08281531836429179
7.0,6.5,22023,27634,0,0.0,0.0
7.0,6.5,22024,36632,49,0.0013376283031229525,0.015933974127823047
7.0,6.5,22025,32443,258,0.007952408840119595,0.09136369980064574
7.0,6.5,32023,39115,0,0.0,0.0
7.0,6.5,32024,36329,66,0.0018167304357400425,0.021584245376805256
7.0,6.5,32025,32201,272,0.008446942641532871,0.09678426318732158
7.0,6.5,42023,38962,0,0.0,0.0
7.0,6.5,42024,35993,80,0.002222654405023199,0.026348203785518165
7.0,6.5,42025,31851,281,0.00882232896926313,0.10087904853598506
7.0,6.5,52023,38748,0,0.0,0.0
7.0,6.5,52024,35631,99,0.0027784794139934328,0.03283692597703425
7.0,6.5,52025,31419,291,0.009261911582163659,0.10565246462800715
7.0,6.5,62023,38428,0,0.0,0.0
7.0,6.5,62024,35341,110,0.0031125321864123824,0.03671757530152264
7.0,6.5,62025,31026,299,0.009637078579256107,0.10970800771017819
7.0,6.5,72023,38186,0,0.0,0.0
7.0,6.5,72024,35103,123,0.0035039740193145885,0.04124674165672437
7.0,6.5,72025,30702,304,0.009901635072633705,0.11255771197186615
7.0,6.5,82023,37956,1,2.6346295710823058e-05,0.00031610974015172655
7.0,6.5,82024,34820,138,0.003963239517518667,0.04653576856820407
7.0,6.5,82025,30321,312,0.010289898090432374,0.11672479904375599
7.0,6.5,92023,37675,4,0.00010617120106171201,0.0012733107025930668
7.0,6.5,92024,34487,155,0.004494447182996492,0.05261993537634024
7.0,6.5,92025,29959,319,0.010647885443439368,0.1205510474417093
7.0,6.5,102023,37441,8,0.00021366950669052644,0.0025610230179231586
7.0,6.5,102024,34098,170,0.004985629655698281,0.05821398682817225
7.0,6.5,112023,37229,12,0.00032232936689140186,0.003861102614322376
7.0,6.5,112024,33448,184,0.005501076297536474,0.06405180874828564
7.0,6.5,122023,37055,22,0.0005937120496559169,0.007101325972148964
7.0,6.5,122024,33065,204,0.006169665809768638,0.07157467062672263
7.5,7.0,12023,6893,0,0.0,0.0
7.5,7.0,12024,12832,16,0.0012468827930174563,0.014860407500828066
7.5,7.0,12025,10897,74,0.006790859869688905,0.07851453222480131
7.5,7.0,22023,10157,0,0.0,0.0
7.5,7.0,22024,12686,23,0.0018130222292290713,0.02154062723274397
7.5,7.0,22025,10774,83,0.0077037312047521815,0.08862670232679803
7.5,7.0,32023,13992,0,0.0,0.0
7.5,7.0,32024,12529,22,0.001755926251097454,0.02086880512018907
7.5,7.0,32025,10647,88,0.008265239034469804,0.09479607221493758
7.5,7.0,42023,13890,0,0.0,0.0
7.5,7.0,42024,12374,25,0.0020203652820429932,0.02397678566962247
7.5,7.0,42025,10491,97,0.009246020398436755,0.10548030819210741
7.5,7.0,52023,13779,0,0.0,0.0
7.5,7.0,52024,12228,36,0.002944062806673209,0.03476227517393882
7.5,7.0,52025,10279,103,0.010020430002918572,0.1138346045299703
7.5,7.0,62023,13640,0,0.0,0.0
7.5,7.0,62024,12076,37,0.0030639284531301754,0.0361538405123355
7.5,7.0,62025,10133,105,0.010362182966544953,0.11749862318148108
7.5,7.0,72023,13498,0,0.0,0.0
7.5,7.0,72024,11957,46,0.0038471188425190264,0.04520102349414745
7.5,7.0,72025,9998,108,0.010802160432086417,0.12219528317563
7.5,7.0,82023,13391,1,7.467702188036741e-05,0.0008957562947660147
7.5,7.0,82024,11810,49,0.004149026248941575,0.04866773070480834
7.5,7.0,82025,9845,114,0.011579481970543423,0.13043705446632237
7.5,7.0,92023,13253,2,0.00015090922809929828,0.0018094084357412887
7.5,7.0,92024,11665,57,0.00488641234462066,0.05708645249233868
7.5,7.0,92025,9696,119,0.012273102310231022,0.1377314082104013
7.5,7.0,102023,13131,4,0.0003046226486939304,0.003649353531670285
7.5,7.0,102024,11510,64,0.005560382276281494,0.06472136146646024
7.5,7.0,112023,13025,6,0.0004606525911708253,0.005513847323520338
7.5,7.0,112024,11257,67,0.005951852180865239,0.06912997610437288
7.5,7.0,122023,12934,9,0.0006958404205968764,0.008318202257210139
7.5,7.0,122024,11055,69,0.006241519674355495,0.07237985144373749
8.0,7.5,12023,1463,0,0.0,0.0
8.0,7.5,12024,1871,1,0.0005344735435595938,0.006394862381746358
8.0,7.5,12025,1497,9,0.006012024048096192,0.06980592175244316
8.0,7.5,22023,1971,0,0.0,0.0
8.0,7.5,22024,1836,1,0.0005446623093681918,0.006516403851970609
8.0,7.5,22025,1482,10,0.006747638326585695,0.07803321295904209
8.0,7.5,32023,2133,0,0.0,0.0
8.0,7.5,32024,1798,1,0.0005561735261401557,0.006653704401873073
8.0,7.5,32025,1458,10,0.006858710562414266,0.07926965947685216
8.0,7.5,42023,2107,0,0.0,0.0
8.0,7.5,42024,1764,2,0.0011337868480725624,0.01352092080710976
8.0,7.5,42025,1433,10,0.006978367062107467,0.08059996437308725
8.0,7.5,52023,2082,0,0.0,0.0
8.0,7.5,52024,1744,2,0.0011467889908256881,0.013675000583631025
8.0,7.5,52025,1408,10,0.007102272727272727,0.08197565315049626
8.0,7.5,62023,2049,0,0.0,0.0
8.0,7.5,62024,1714,2,0.0011668611435239206,0.013912819047658398
8.0,7.5,62025,1374,12,0.008733624454148471,0.09991298128805803
8.0,7.5,72023,2022,0,0.0,0.0
8.0,7.5,72024,1691,3,0.0017740981667652277,0.02108267155204524
8.0,7.5,72025,1348,12,0.008902077151335312,0.10174676226948964
8.0,7.5,82023,1992,0,0.0,0.0
8.0,7.5,82024,1669,4,0.002396644697423607,0.0283836508593992
8.0,7.5,82025,1321,12,0.009084027252081756,0.103723628603695
8.0,7.5,92023,1956,0,0.0,0.0
8.0,7.5,92024,1643,6,0.0036518563603164943,0.042952723476736065
