date,coupon,note_rate,pmms,refi_incentive,forecast_cpr
2023-02-01,2.5,3.25,6.2575,-3.0075,0.004188
2023-02-01,3.0,3.75,6.2575,-2.5075,0.004768
2023-02-01,3.5,4.25,6.2575,-2.0075,0.005302
2023-02-01,4.0,4.75,6.2575,-1.5075,0.005912
2023-02-01,4.5,5.25,6.2575,-1.0075,0.00619
2023-02-01,5.0,5.75,6.2575,-0.5075,0.005853
2023-02-01,5.5,6.25,6.2575,-0.0075,0.006598
2023-02-01,6.0,6.75,6.2575,0.4925,0.008645
2023-02-01,6.5,7.25,6.2575,0.9925,0.011431
2023-03-01,2.5,3.25,6.544,-3.294,0.00393
2023-03-01,3.0,3.75,6.544,-2.794,0.004416
2023-03-01,3.5,4.25,6.544,-2.294,0.005034
2023-03-01,4.0,4.75,6.544,-1.794,0.005553
2023-03-01,4.5,5.25,6.544,-1.294,0.006074
2023-03-01,5.0,5.75,6.544,-0.794,0.00611
2023-03-01,5.5,6.25,6.544,-0.294,0.005963
2023-03-01,6.0,6.75,6.544,0.206,0.007378
2023-03-01,6.5,7.25,6.544,0.706,0.009707
2023-04-01,2.5,3.25,6.3425,-3.0925,0.004112
2023-04-01,3.0,3.75,6.3425,-2.5925,0.004661
2023-04-01,3.5,4.25,6.3425,-2.0925,0.005223
2023-04-01,4.0,4.75,6.3425,-1.5925,0.005821
2023-04-01,4.5,5.25,6.3425,-1.0925,0.00617
2023-04-01,5.0,5.75,6.3425,-0.5925,0.005906
2023-04-01,5.5,6.25,6.3425,-0.0925,0.006354
2023-04-01,6.0,6.75,6.3425,0.4075,0.008251
2023-04-01,6.5,7.25,6.3425,0.9075,0.010868
2023-05-01,2.5,3.25,6.425,-3.175,0.004034
2023-05-01,3.0,3.75,6.425,-2.675,0.004558
2023-05-01,3.5,4.25,6.425,-2.175,0.005157
2023-05-01,4.0,4.75,6.425,-1.675,0.005713
2023-05-01,4.5,5.25,6.425,-1.175,0.006141
2023-05-01,5.0,5.75,6.425,-0.675,0.005975
2023-05-01,5.5,6.25,6.425,-0.175,0.006155
2023-05-01,6.0,6.75,6.425,0.325,0.00788
2023-05-01,6.5,7.25,6.425,0.825,0.010359
2023-06-01,2.5,3.25,6.714,-3.464,0.003793
2023-06-01,3.0,3.75,6.714,-2.964,0.004229
2023-06-01,3.5,4.25,6.714,-2.464,0.00482
2023-06-01,4.0,4.75,6.714,-1.964,0.005346
2023-06-01,4.5,5.25,6.714,-1.464,0.005953
2023-06-01,5.0,5.75,6.714,-0.964,0.006198
2023-06-01,5.5,6.25,6.714,-0.464,0.005853
2023-06-01,6.0,6.75,6.714,0.036,0.006732
2023-06-01,6.5,7.25,6.714,0.536,0.008853
2023-07-01,2.5,3.25,6.84,-3.59,0.003697
2023-07-01,3.0,3.75,6.84,-3.09,0.004114
2023-07-01,3.5,4.25,6.84,-2.59,0.004664
2023-07-01,4.0,4.75,6.84,-2.09,0.005225
2023-07-01,4.5,5.25,6.84,-1.59,0.005824
2023-07-01,5.0,5.75,6.84,-1.09,0.00617
2023-07-01,5.5,6.25,6.84,-0.59,0.005905
2023-07-01,6.0,6.75,6.84,-0.09,0.006361
2023-07-01,6.5,7.25,6.84,0.41,0.008262
2023-08-01,2.5,3.25,7.072,-3.822,0.003548
2023-08-01,3.0,3.75,7.072,-3.322,0.003908
2023-08-01,3.5,4.25,7.072,-2.822,0.004383
2023-08-01,4.0,4.75,7.072,-2.322,0.005
2023-08-01,4.5,5.25,7.072,-1.822,0.005517
2023-08-01,5.0,5.75,7.072,-1.322,0.00606
2023-08-01,5.5,6.25,7.072,-0.822,0.006145
2023-08-01,6.0,6.75,7.072,-0.322,0.005932
2023-08-01,6.5,7.25,7.072,0.178,0.007268
2023-09-01,2.5,3.25,7.2,-3.95,0.003484
2023-09-01,3.0,3.75,7.2,-3.45,0.003804
2023-09-01,3.5,4.25,7.2,-2.95,0.004243
2023-09-01,4.0,4.75,7.2,-2.45,0.004837
2023-09-01,4.5,5.25,7.2,-1.95,0.005361
2023-09-01,5.0,5.75,7.2,-1.45,0.005966
2023-09-01,5.5,6.25,7.2,-0.95,0.006196
2023-09-01,6.0,6.75,7.2,-0.45,0.005854
2023-09-01,6.5,7.25,7.2,0.05,0.006778
2023-10-01,2.5,3.25,7.62,-4.37,0.003358
2023-10-01,3.0,3.75,7.62,-3.87,0.00352
2023-10-01,3.5,4.25,7.62,-3.37,0.003867
2023-10-01,4.0,4.75,7.62,-2.87,0.004328
2023-10-01,4.5,5.25,7.62,-2.37,0.00494
2023-10-01,5.0,5.75,7.62,-1.87,0.005453
2023-10-01,5.5,6.25,7.62,-1.37,0.006033
2023-10-01,6.0,6.75,7.62,-0.87,0.006185
2023-10-01,6.5,7.25,7.62,-0.37,0.00589
2023-11-01,2.5,3.25,7.442,-4.192,0.003402
2023-11-01,3.0,3.75,7.442,-3.692,0.003629
2023-11-01,3.5,4.25,7.442,-3.192,0.004017
2023-11-01,4.0,4.75,7.442,-2.692,0.004537
2023-11-01,4.5,5.25,7.442,-2.192,0.005144
2023-11-01,5.0,5.75,7.442,-1.692,0.00569
2023-11-01,5.5,6.25,7.442,-1.192,0.006132
2023-11-01,6.0,6.75,7.442,-0.692,0.00599
2023-11-01,6.5,7.25,7.442,-0.192,0.00612
2023-12-01,2.5,3.25,6.815,-3.565,0.003715
2023-12-01,3.0,3.75,6.815,-3.065,0.004136
2023-12-01,3.5,4.25,6.815,-2.565,0.004698
2023-12-01,4.0,4.75,6.815,-2.065,0.005247
2023-12-01,4.5,5.25,6.815,-1.565,0.005853
2023-12-01,5.0,5.75,6.815,-1.065,0.006177
2023-12-01,5.5,6.25,6.815,-0.565,0.005888
2023-12-01,6.0,6.75,6.815,-0.065,0.006431
2023-12-01,6.5,7.25,6.815,0.435,0.008376
2024-01-01,2.5,3.25,6.6425,-3.3925,0.003849
2024-01-01,3.0,3.75,6.6425,-2.8925,0.004303
2024-01-01,3.5,4.25,6.6425,-2.3925,0.004911
2024-01-01,4.0,4.75,6.6425,-1.8925,0.005425
2024-01-01,4.5,5.25,6.6425,-1.3925,0.006013
2024-01-01,5.0,5.75,6.6425,-0.8925,0.006189
2024-01-01,5.5,6.25,6.6425,-0.3925,0.005875
2024-01-01,6.0,6.75,6.6425,0.1075,0.006991
2024-01-01,6.5,7.25,6.6425,0.6075,0.009199
2024-02-01,2.5,3.25,6.776,-3.526,0.003744
2024-02-01,3.0,3.75,6.776,-3.026,0.004171
2024-02-01,3.5,4.25,6.776,-2.526,0.004746
2024-02-01,4.0,4.75,6.776,-2.026,0.005283
2024-02-01,4.5,5.25,6.776,-1.526,0.005894
2024-02-01,5.0,5.75,6.776,-1.026,0.006187
2024-02-01,5.5,6.25,6.776,-0.526,0.005862
2024-02-01,6.0,6.75,6.776,-0.026,0.006544
2024-02-01,6.5,7.25,6.776,0.474,0.00856
2024-03-01,2.5,3.25,6.82,-3.57,0.003711
2024-03-01,3.0,3.75,6.82,-3.07,0.004131
2024-03-01,3.5,4.25,6.82,-2.57,0.004691
2024-03-01,4.0,4.75,6.82,-2.07,0.005242
2024-03-01,4.5,5.25,6.82,-1.57,0.005847
2024-03-01,5.0,5.75,6.82,-1.07,0.006176
2024-03-01,5.5,6.25,6.82,-0.57,0.005892
2024-03-01,6.0,6.75,6.82,-0.07,0.006417
2024-03-01,6.5,7.25,6.82,0.43,0.008353
2024-04-01,2.5,3.25,6.9925,-3.7425,0.003598
2024-04-01,3.0,3.75,6.9925,-3.2425,0.003973
2024-04-01,3.5,4.25,6.9925,-2.7425,0.004477
2024-04-01,4.0,4.75,6.9925,-2.2425,0.005093
2024-04-01,4.5,5.25,6.9925,-1.7425,0.005622
2024-04-01,5.0,5.75,6.9925,-1.2425,0.006103
2024-04-01,5.5,6.25,6.9925,-0.7425,0.006044
2024-04-01,6.0,6.75,6.9925,-0.2425,0.006035
2024-04-01,6.5,7.25,6.9925,0.2575,0.007589
2024-05-01,2.5,3.25,7.06,-3.81,0.003555
2024-05-01,3.0,3.75,7.06,-3.31,0.003917
2024-05-01,3.5,4.25,7.06,-2.81,0.004397
2024-05-01,4.0,4.75,7.06,-2.31,0.005015
2024-05-01,4.5,5.25,7.06,-1.81,0.005532
2024-05-01,5.0,5.75,7.06,-1.31,0.006066
2024-05-01,5.5,6.25,7.06,-0.81,0.006131
2024-05-01,6.0,6.75,7.06,-0.31,0.005945
2024-05-01,6.5,7.25,7.06,0.19,0.007316
2024-06-01,2.5,3.25,6.9175,-3.6675,0.003645
2024-06-01,3.0,3.75,6.9175,-3.1675,0.004041
2024-06-01,3.5,4.25,6.9175,-2.6675,0.004567
2024-06-01,4.0,4.75,6.9175,-2.1675,0.005163
2024-06-01,4.5,5.25,6.9175,-1.6675,0.005723
2024-06-01,5.0,5.75,6.9175,-1.1675,0.006145
2024-06-01,5.5,6.25,6.9175,-0.6675,0.005968
2024-06-01,6.0,6.75,6.9175,-0.1675,0.006172
2024-06-01,6.5,7.25,6.9175,0.3325,0.007916
2024-07-01,2.5,3.25,6.8475,-3.5975,0.003691
2024-07-01,3.0,3.75,6.8475,-3.0975,0.004107
2024-07-01,3.5,4.25,6.8475,-2.5975,0.004654
2024-07-01,4.0,4.75,6.8475,-2.0975,0.005219
2024-07-01,4.5,5.25,6.8475,-1.5975,0.005815
2024-07-01,5.0,5.75,6.8475,-1.0975,0.006168
2024-07-01,5.5,6.25,6.8475,-0.5975,0.00591
2024-07-01,6.0,6.75,6.8475,-0.0975,0.006341
2024-07-01,6.5,7.25,6.8475,0.4025,0.008228
2024-08-01,2.5,3.25,6.5,-3.25,0.003967
2024-08-01,3.0,3.75,6.5,-2.75,0.004468
2024-08-01,3.5,4.25,6.5,-2.25,0.005086
2024-08-01,4.0,4.75,6.5,-1.75,0.005612
2024-08-01,4.5,5.25,6.5,-1.25,0.006098
2024-08-01,5.0,5.75,6.5,-0.75,0.006053
2024-08-01,5.5,6.25,6.5,-0.25,0.006024
2024-08-01,6.0,6.75,6.5,0.25,0.007557
2024-08-01,6.5,7.25,6.5,0.75,0.009943
2024-09-01,2.5,3.25,6.18,-2.93,0.004264
2024-09-01,3.0,3.75,6.18,-2.43,0.004862
2024-09-01,3.5,4.25,6.18,-1.93,0.005382
2024-09-01,4.0,4.75,6.18,-1.43,0.005983
2024-09-01,4.5,5.25,6.18,-0.93,0.006193
2024-09-01,5.0,5.75,6.18,-0.43,0.005859
2024-09-01,5.5,6.25,6.18,0.07,0.00685
2024-09-01,6.0,6.75,6.18,0.57,0.009014
2024-09-01,6.5,7.25,6.18,1.07,0.012022
2024-10-01,2.5,3.25,6.428,-3.178,0.004031
2024-10-01,3.0,3.75,6.428,-2.678,0.004554
2024-10-01,3.5,4.25,6.428,-2.178,0.005155
2024-10-01,4.0,4.75,6.428,-1.678,0.005709
2024-10-01,4.5,5.25,6.428,-1.178,0.006139
2024-10-01,5.0,5.75,6.428,-0.678,0.005977
2024-10-01,5.5,6.25,6.428,-0.178,0.006149
2024-10-01,6.0,6.75,6.428,0.322,0.007866
2024-10-01,6.5,7.25,6.428,0.822,0.010341
2024-11-01,2.5,3.25,6.805,-3.555,0.003722
2024-11-01,3.0,3.75,6.805,-3.055,0.004145
2024-11-01,3.5,4.25,6.805,-2.555,0.004712
2024-11-01,4.0,4.75,6.805,-2.055,0.005256
2024-11-01,4.5,5.25,6.805,-1.555,0.005864
2024-11-01,5.0,5.75,6.805,-1.055,0.00618
2024-11-01,5.5,6.25,6.805,-0.555,0.005882
2024-11-01,6.0,6.75,6.805,-0.055,0.006459
2024-11-01,6.5,7.25,6.805,0.445,0.008423
2024-12-01,2.5,3.25,6.715,-3.465,0.003793
2024-12-01,3.0,3.75,6.715,-2.965,0.004228
2024-12-01,3.5,4.25,6.715,-2.465,0.004819
2024-12-01,4.0,4.75,6.715,-1.965,0.005345
2024-12-01,4.5,5.25,6.715,-1.465,0.005952
2024-12-01,5.0,5.75,6.715,-0.965,0.006198
2024-12-01,5.5,6.25,6.715,-0.465,0.005853
2024-12-01,6.0,6.75,6.715,0.035,0.006729
2024-12-01,6.5,7.25,6.715,0.535,0.008848
2025-01-01,2.5,3.25,6.958,-3.708,0.003619
2025-01-01,3.0,3.75,6.958,-3.208,0.004003
2025-01-01,3.5,4.25,6.958,-2.708,0.004518
2025-01-01,4.0,4.75,6.958,-2.208,0.005128
2025-01-01,4.5,5.25,6.958,-1.708,0.005668
2025-01-01,5.0,5.75,6.958,-1.208,0.006123
2025-01-01,5.5,6.25,6.958,-0.708,0.006006
2025-01-01,6.0,6.75,6.958,-0.208,0.00609
2025-01-01,6.5,7.25,6.958,0.292,0.007733
2025-02-01,2.5,3.25,6.8425,-3.5925,0.003695
2025-02-01,3.0,3.75,6.8425,-3.0925,0.004112
2025-02-01,3.5,4.25,6.8425,-2.5925,0.004661
2025-02-01,4.0,4.75,6.8425,-2.0925,0.005223
2025-02-01,4.5,5.25,6.8425,-1.5925,0.005821
2025-02-01,5.0,5.75,6.8425,-1.0925,0.00617
2025-02-01,5.5,6.25,6.8425,-0.5925,0.005906
2025-02-01,6.0,6.75,6.8425,-0.0925,0.006354
2025-02-01,6.5,7.25,6.8425,0.4075,0.008251
2025-03-01,2.5,3.25,6.65,-3.4,0.003843
2025-03-01,3.0,3.75,6.65,-2.9,0.004295
2025-03-01,3.5,4.25,6.65,-2.4,0.004901
2025-03-01,4.0,4.75,6.65,-1.9,0.005417
2025-03-01,4.5,5.25,6.65,-1.4,0.006007
2025-03-01,5.0,5.75,6.65,-0.9,0.00619
2025-03-01,5.5,6.25,6.65,-0.4,0.005871
2025-03-01,6.0,6.75,6.65,0.1,0.006962
2025-03-01,6.5,7.25,6.65,0.6,0.009161
2025-04-01,2.5,3.25,6.725,-3.475,0.003785
2025-04-01,3.0,3.75,6.725,-2.975,0.004218
2025-04-01,3.5,4.25,6.725,-2.475,0.004807
2025-04-01,4.0,4.75,6.725,-1.975,0.005336
2025-04-01,4.5,5.25,6.725,-1.475,0.005943
2025-04-01,5.0,5.75,6.725,-0.975,0.006197
2025-04-01,5.5,6.25,6.725,-0.475,0.005852
2025-04-01,6.0,6.75,6.725,0.025,0.006697
2025-04-01,6.5,7.25,6.725,0.525,0.0088
2025-05-01,2.5,3.25,6.816,-3.566,0.003714
2025-05-01,3.0,3.75,6.816,-3.066,0.004135
2025-05-01,3.5,4.25,6.816,-2.566,0.004696
2025-05-01,4.0,4.75,6.816,-2.066,0.005246
2025-05-01,4.5,5.25,6.816,-1.566,0.005851
2025-05-01,5.0,5.75,6.816,-1.066,0.006177
2025-05-01,5.5,6.25,6.816,-0.566,0.005889
2025-05-01,6.0,6.75,6.816,-0.066,0.006428
2025-05-01,6.5,7.25,6.816,0.434,0.008371
2025-06-01,2.5,3.25,6.8175,-3.5675,0.003713
2025-06-01,3.0,3.75,6.8175,-3.0675,0.004134
2025-06-01,3.5,4.25,6.8175,-2.5675,0.004694
2025-06-01,4.0,4.75,6.8175,-2.0675,0.005245
2025-06-01,4.5,5.25,6.8175,-1.5675,0.00585
2025-06-01,5.0,5.75,6.8175,-1.0675,0.006177
2025-06-01,5.5,6.25,6.8175,-0.5675,0.00589
2025-06-01,6.0,6.75,6.8175,-0.0675,0.006424
2025-06-01,6.5,7.25,6.8175,0.4325,0.008364
2025-07-01,2.5,3.25,6.72,-3.47,0.003789
2025-07-01,3.0,3.75,6.72,-2.97,0.004223
2025-07-01,3.5,4.25,6.72,-2.47,0.004813
2025-07-01,4.0,4.75,6.72,-1.97,0.00534
2025-07-01,4.5,5.25,6.72,-1.47,0.005948
2025-07-01,5.0,5.75,6.72,-0.97,0.006198
2025-07-01,5.5,6.25,6.72,-0.47,0.005852
2025-07-01,6.0,6.75,6.72,0.03,0.006713
2025-07-01,6.5,7.25,6.72,0.53,0.008824
2025-08-01,2.5,3.25,6.5875,-3.3375,0.003895
2025-08-01,3.0,3.75,6.5875,-2.8375,0.004365
2025-08-01,3.5,4.25,6.5875,-2.3375,0.004982
2025-08-01,4.0,4.75,6.5875,-1.8375,0.005496
2025-08-01,4.5,5.25,6.5875,-1.3375,0.006051
2025-08-01,5.0,5.75,6.5875,-0.8375,0.00616
2025-08-01,5.5,6.25,6.5875,-0.3375,0.005917
2025-08-01,6.0,6.75,6.5875,0.1625,0.007206
2025-08-01,6.5,7.25,6.5875,0.6625,0.009481
2025-09-01,2.5,3.25,6.3525,-3.1025,0.004103
2025-09-01,3.0,3.75,6.3525,-2.6025,0.004648
2025-09-01,3.5,4.25,6.3525,-2.1025,0.005215
2025-09-01,4.0,4.75,6.3525,-1.6025,0.005808
2025-09-01,4.5,5.25,6.3525,-1.1025,0.006167
2025-09-01,5.0,5.75,6.3525,-0.6025,0.005914
2025-09-01,5.5,6.25,6.3525,-0.1025,0.006328
2025-09-01,6.0,6.75,6.3525,0.3975,0.008207
2025-09-01,6.5,7.25,6.3525,0.8975,0.010803
2025-10-01,2.5,3.25,6.254,-3.004,0.004191
2025-10-01,3.0,3.75,6.254,-2.504,0.004773
2025-10-01,3.5,4.25,6.254,-2.004,0.005306
2025-10-01,4.0,4.75,6.254,-1.504,0.005915
2025-10-01,4.5,5.25,6.254,-1.004,0.006191
2025-10-01,5.0,5.75,6.254,-0.504,0.005853
2025-10-01,5.5,6.25,6.254,-0.004,0.006608
2025-10-01,6.0,6.75,6.254,0.496,0.008661
2025-10-01,6.5,7.25,6.254,0.996,0.011456
2025-11-01,2.5,3.25,6.2375,-2.9875,0.004207
2025-11-01,3.0,3.75,6.2375,-2.4875,0.004792
2025-11-01,3.5,4.25,6.2375,-1.9875,0.005323
2025-11-01,4.0,4.75,6.2375,-1.4875,0.005932
2025-11-01,4.5,5.25,6.2375,-0.9875,0.006195
2025-11-01,5.0,5.75,6.2375,-0.4875,0.005851
2025-11-01,5.5,6.25,6.2375,0.0125,0.006658
2025-11-01,6.0,6.75,6.2375,0.5125,0.00874
2025-11-01,6.5,7.25,6.2375,1.0125,0.011576
2025-12-01,2.5,3.25,6.19,-2.94,0.004253
2025-12-01,3.0,3.75,6.19,-2.44,0.004849
2025-12-01,3.5,4.25,6.19,-1.94,0.005371
2025-12-01,4.0,4.75,6.19,-1.44,0.005975
2025-12-01,4.5,5.25,6.19,-0.94,0.006194
2025-12-01,5.0,5.75,6.19,-0.44,0.005856
2025-12-01,5.5,6.25,6.19,0.06,0.006814
2025-12-01,6.0,6.75,6.19,0.56,0.008967
2025-12-01,6.5,7.25,6.19,1.06,0.011941
2026-01-01,2.5,3.25,6.1025,-2.8525,0.004348
2026-01-01,3.0,3.75,6.1025,-2.3525,0.004963
2026-01-01,3.5,4.25,6.1025,-1.8525,0.005476
2026-01-01,4.0,4.75,6.1025,-1.3525,0.006044
2026-01-01,4.5,5.25,6.1025,-0.8525,0.006173
2026-01-01,5.0,5.75,6.1025,-0.3525,0.005903
2026-01-01,5.5,6.25,6.1025,0.1475,0.007147
2026-01-01,6.0,6.75,6.1025,0.6475,0.009405
2026-01-01,6.5,7.25,6.1025,1.1475,0.012667
2026-02-01,2.5,3.25,6.0475,-2.7975,0.004412
2026-02-01,3.0,3.75,6.0475,-2.2975,0.00503
2026-02-01,3.5,4.25,6.0475,-1.7975,0.005549
2026-02-01,4.0,4.75,6.0475,-1.2975,0.006073
2026-02-01,4.5,5.25,6.0475,-0.7975,0.006115
2026-02-01,5.0,5.75,6.0475,-0.2975,0.005959
2026-02-01,5.5,6.25,6.0475,0.2025,0.007364
2026-02-01,6.0,6.75,6.0475,0.7025,0.009689
2026-02-01,6.5,7.25,6.0475,1.2025,0.013156
2026-03-01,2.5,3.25,6.1775,-2.9275,0.004266
2026-03-01,3.0,3.75,6.1775,-2.4275,0.004865
2026-03-01,3.5,4.25,6.1775,-1.9275,0.005385
2026-03-01,4.0,4.75,6.1775,-1.4275,0.005985
2026-03-01,4.5,5.25,6.1775,-0.9275,0.006193
2026-03-01,5.0,5.75,6.1775,-0.4275,0.00586
2026-03-01,5.5,6.25,6.1775,0.0725,0.006859
2026-03-01,6.0,6.75,6.1775,0.5725,0.009026
2026-03-01,6.5,7.25,6.1775,1.0725,0.012042
